;Matricule;Annee_academique;Niveau;Cursus;Filiere;Age;Annee_naissance;Genre;Distance_domicile_ecole;Note_moy_CC_S1;Note_moy_SN_S1;Note_moy_CC_S2;Note_moy_SN_S2;Moyenne_S1;Moyenne_S2;Moyenne_annuelle;Nb_matieres_validees;Nb_credits_obtenus;Nb_matieres_non_validees;Nb_heures_cours_total;Nb_heures_presence;Nb_projets;Reussite;ratio_heure;encodage_dist_dom;prediction
155;20G49139;2020/2021;1;ING;Tronc_commun;18;2002;F;>15km;12,29;14,04;10,74;9,97;13,34;10,28;11,81;16;48;4;420;341;3;1;0,81;2;1
156;20G81582;2020/2021;1;ING;Tronc_commun;19;2001;M;5-15km;11,79;8,74;10,39;9,52;9,96;9,87;9,91;16;48;4;420;368;3;1;0,88;0;1
157;20G38760;2020/2021;1;ING;Tronc_commun;18;2002;F;5-15km;16,36;14,24;12,27;13,9;15,09;13,24;14,17;20;60;0;420;401;3;1;0,95;0;1
158;20G13804;2020/2021;1;ING;Tronc_commun;18;2002;F;>15km;16,98;17,99;17,32;15,87;17,59;16,45;17,02;20;60;0;420;403;3;1;0,96;2;1
159;20G99016;2020/2021;1;ING;Tronc_commun;18;2002;M;5-15km;12,27;13,94;10,58;12,18;13,27;11,54;12,41;20;60;0;420;386;3;1;0,92;0;1
160;20G26728;2020/2021;1;ING;Tronc_commun;19;2001;M;5-15km;10,81;9,89;9,82;10,11;10,26;9,99;10,12;18;54;2;420;349;3;1;0,83;0;1
161;20G87580;2020/2021;1;ING;Tronc_commun;19;2001;M;<5km;14,24;16,58;15,13;17,07;15,65;16,3;15,97;17;51;3;420;405;3;1;0,96;2;1
162;20G94246;2020/2021;1;ING;Tronc_commun;18;2002;M;5-15km;13,94;14,02;14,17;16,84;13,98;15,77;14,88;20;60;0;420;319;3;1;0,76;0;1
163;20G33819;2020/2021;1;ING;Tronc_commun;17;2003;F;5-15km;13,96;13,64;14,83;12,5;13,77;13,43;13,6;20;60;0;420;322;3;1;0,77;0;1
164;20G52906;2020/2021;1;ING;Tronc_commun;17;2003;F;5-15km;15,3;17,27;15;15,06;16,48;15,03;15,76;20;60;0;420;394;3;1;0,94;0;1
165;20G54236;2020/2021;1;ING;Tronc_commun;18;2002;F;5-15km;16,87;15,76;16,35;16,2;16,2;16,26;16,23;20;60;0;420;323;3;1;0,77;0;1
166;20G43065;2020/2021;1;ING;Tronc_commun;17;2003;F;<5km;15,02;19,77;16,57;16,2;17,87;16,35;17,11;20;60;0;420;367;3;1;0,87;2;1
167;20G80702;2020/2021;1;ING;Tronc_commun;17;2003;F;<5km;17,64;19,02;17,28;18,44;18,47;17,98;18,22;20;60;0;420;397;3;1;0,95;2;1
168;20G95215;2020/2021;1;ING;Tronc_commun;17;2003;M;<5km;11,44;11,1;13,94;14,72;11,24;14,4;12,82;20;60;0;420;318;3;1;0,76;2;1
169;20G42411;2020/2021;1;ING;Tronc_commun;17;2003;M;>15km;17,27;14,55;15,48;18,22;15,64;17,13;16,38;20;60;0;420;318;3;1;0,76;2;1
170;20G29973;2020/2021;1;ING;Tronc_commun;17;2003;M;5-15km;14,07;18,2;17,43;18,3;16,55;17,95;17,25;20;60;0;420;360;3;1;0,86;0;1
171;20G97747;2020/2021;1;ING;Tronc_commun;17;2003;M;5-15km;18,12;16,49;18,04;15,08;17,14;16,27;16,7;20;60;0;420;372;3;1;0,89;0;1
172;20G43586;2020/2021;1;ING;Tronc_commun;18;2002;M;>15km;2,08;2,82;5,53;4,4;2,52;4,85;3,69;14;42;6;420;289;3;0;0,69;2;0
173;20G89593;2020/2021;1;ING;Tronc_commun;19;2001;M;<5km;9,43;11,22;11,58;10,12;10,5;10,7;10,6;19;57;1;420;375;3;1;0,89;2;1
174;20G50768;2020/2021;1;ING;Tronc_commun;17;2003;M;5-15km;17,17;16,23;14,21;19,36;16,61;17,3;16,95;20;60;0;420;317;3;1;0,75;0;1
175;20G85470;2020/2021;1;ING;Tronc_commun;19;2001;F;5-15km;16,64;19,69;17,99;19,99;18,47;19,19;18,83;17;51;3;420;348;3;1;0,83;0;1
176;20G35995;2020/2021;1;ING;Tronc_commun;17;2003;M;<5km;15,15;16,54;16,28;18,51;15,98;17,61;16,8;17;51;3;420;410;3;1;0,98;2;1
177;20G49529;2020/2021;1;ING;Tronc_commun;19;2001;M;>15km;15,24;16,25;16,83;15,34;15,85;15,94;15,89;20;60;0;420;325;3;1;0,77;2;1
178;20G15383;2020/2021;1;ING;Tronc_commun;18;2002;F;>15km;11,27;12,32;11,01;11,05;11,9;11,03;11,47;18;54;2;420;316;3;1;0,75;2;1
179;20G58571;2020/2021;1;ING;Tronc_commun;17;2003;F;<5km;17,04;17,48;18,3;16,8;17,3;17,4;17,35;20;60;0;420;406;3;1;0,97;2;1
180;20G65057;2020/2021;1;ING;Tronc_commun;18;2002;M;5-15km;13,74;16,38;17,69;19,01;15,32;18,48;16,9;20;60;0;420;360;3;1;0,86;0;1
181;20G57472;2020/2021;1;ING;Tronc_commun;19;2001;F;>15km;12,74;17,86;13,07;17,62;15,81;15,8;15,81;20;60;0;420;377;3;1;0,9;2;1
182;20G30052;2020/2021;1;ING;Tronc_commun;18;2002;M;>15km;14,43;14,02;12,74;13,96;14,18;13,48;13,83;20;60;0;420;333;3;1;0,79;2;1
183;20G78386;2020/2021;1;ING;Tronc_commun;19;2001;F;>15km;14,99;14,53;18,08;18,66;14,71;18,43;16,57;20;60;0;420;404;3;1;0,96;2;1
184;20G80539;2020/2021;1;ING;Tronc_commun;18;2002;F;5-15km;6,91;9,25;10,42;11,05;8,31;10,8;9,55;8;24;12;420;193;3;0;0,46;0;0
185;20G87656;2020/2021;1;ING;Tronc_commun;18;2002;F;<5km;14,65;15,65;16,21;17,49;15,25;16,98;16,11;20;60;0;420;371;3;1;0,88;2;1
186;20G21359;2020/2021;1;ING;Tronc_commun;18;2002;F;<5km;12,15;10,06;8,61;13,18;10,9;11,35;11,12;19;57;1;420;407;3;1;0,97;2;1
187;20G70910;2020/2021;1;ING;Tronc_commun;19;2001;F;5-15km;17,94;18,17;16,65;15,33;18,08;15,86;16,97;15;45;5;420;354;3;1;0,84;0;1
188;20G13761;2020/2021;1;ING;Tronc_commun;18;2002;F;<5km;11,28;14,6;12,46;11,39;13,27;11,82;12,54;20;60;0;420;336;3;1;0,8;2;1
189;20G73904;2020/2021;1;ING;Tronc_commun;17;2003;F;5-15km;12,85;17,72;14,94;15,87;15,77;15,5;15,64;20;60;0;420;372;3;1;0,89;0;1
190;20G54608;2020/2021;1;ING;Tronc_commun;18;2002;F;>15km;6,95;9,93;8,26;7,47;8,74;7,78;8,26;9;27;11;420;315;3;0;0,75;2;0
191;20G11330;2020/2021;1;ING;Tronc_commun;19;2001;M;<5km;16,67;18,63;17,72;17,92;17,85;17,84;17,84;20;60;0;420;395;3;1;0,94;2;1
192;20G41635;2020/2021;1;ING;Tronc_commun;19;2001;F;5-15km;8,2;8,83;8,63;6,07;8,57;7,09;7,83;14;42;6;420;315;3;0;0,75;0;0
193;20G82768;2020/2021;1;ING;Tronc_commun;17;2003;F;>15km;5,32;11,1;5,92;8,15;8,79;7,26;8,02;8;24;12;420;292;3;0;0,7;2;0
194;20G74332;2020/2021;1;ING;Tronc_commun;18;2002;M;<5km;12,38;13,45;10,82;9,32;13,02;9,92;11,47;18;54;2;420;342;3;1;0,81;2;1
195;20G48566;2020/2021;1;ING;Tronc_commun;17;2003;F;>15km;16,84;16,09;13,23;16,11;16,39;14,96;15,68;20;60;0;420;367;3;1;0,87;2;1
196;20G41890;2020/2021;1;ING;Tronc_commun;18;2002;F;5-15km;5,24;10,17;7,85;11,38;8,2;9,97;9,08;10;30;10;420;225;3;0;0,54;0;0
197;20G82544;2020/2021;1;ING;Tronc_commun;19;2001;F;5-15km;16,72;13,57;16,75;16,5;14,83;16,6;15,72;20;60;0;420;321;3;1;0,76;0;1
198;20G82140;2020/2021;1;ING;Tronc_commun;18;2002;F;>15km;12,95;10,74;12,32;12,14;11,63;12,21;11,92;18;54;2;420;374;3;1;0,89;2;1
199;20G69473;2020/2021;1;ING;Tronc_commun;18;2002;F;5-15km;11,81;13,23;12,23;12,11;12,66;12,16;12,41;20;60;0;420;327;3;1;0,78;0;1
200;20G40217;2020/2021;1;ING;Tronc_commun;17;2003;M;5-15km;13,19;14,18;14,68;16,51;13,78;15,78;14,78;19;57;1;420;389;3;1;0,93;0;1
201;20G25670;2020/2021;1;ING;Tronc_commun;19;2001;M;<5km;14,7;14,83;17,45;15,6;14,78;16,34;15,56;20;60;0;420;358;3;1;0,85;2;1
202;20G38361;2020/2021;1;ING;Tronc_commun;19;2001;F;5-15km;12,28;12,78;9,41;9,72;12,58;9,6;11,09;18;54;2;420;380;3;1;0,9;0;1
203;20G87278;2020/2021;1;ING;Tronc_commun;19;2001;F;<5km;13,6;17,99;12,99;15,4;16,24;14,44;15,34;20;60;0;420;406;3;1;0,97;2;1
204;20G35443;2020/2021;1;ING;Tronc_commun;18;2002;M;5-15km;13,55;13,35;11,73;16,28;13,43;14,46;13,94;20;60;0;420;354;3;1;0,84;0;1
205;20G33519;2020/2021;1;ING;Tronc_commun;18;2002;M;>15km;6,65;7,55;5,46;10,19;7,19;8,3;7,75;14;42;6;420;229;3;0;0,55;2;0
206;20G80010;2020/2021;1;ING;Tronc_commun;17;2003;F;<5km;7,94;11,91;6,21;11,31;10,32;9,27;9,8;8;24;12;420;298;3;0;0,71;2;0
207;20G17146;2020/2021;1;ING;Tronc_commun;19;2001;F;>15km;17,39;17,97;16,3;14,82;17,74;15,41;16,58;20;60;0;420;318;3;1;0,76;2;1
208;20G26551;2020/2021;1;ING;Tronc_commun;19;2001;F;<5km;17,45;19,06;16,77;15,91;18,41;16,26;17,34;18;54;2;420;327;3;1;0,78;2;1
209;20G11607;2020/2021;1;ING;Tronc_commun;19;2001;F;5-15km;14,64;14,49;14,94;13,81;14,55;14,26;14,4;20;60;0;420;371;3;1;0,88;0;1
210;20G72746;2020/2021;1;ING;Tronc_commun;18;2002;F;<5km;13,14;11,7;11,43;10,21;12,28;10,7;11,49;20;60;0;420;321;3;1;0,76;2;1
211;20G16734;2020/2021;1;ING;Tronc_commun;18;2002;F;<5km;5,2;6,92;4,07;7,49;6,23;6,12;6,17;8;24;12;420;312;3;0;0,74;2;0
212;20G18564;2020/2021;1;ING;Tronc_commun;18;2002;F;<5km;4,84;8,48;5,23;7,05;7,03;6,32;6,68;13;39;7;420;333;3;0;0,79;2;0
213;20G85631;2020/2021;1;ING;Tronc_commun;19;2001;M;<5km;10,63;12,23;11,65;11,94;11,59;11,82;11,71;19;57;1;420;315;3;1;0,75;2;1
214;20G29555;2020/2021;1;ING;Tronc_commun;19;2001;F;<5km;12,2;11,05;11,36;10,78;11,51;11,01;11,26;20;60;0;420;322;3;1;0,77;2;1
215;20G42530;2020/2021;1;ING;Tronc_commun;17;2003;F;>15km;10,84;14,01;13,62;15,18;12,74;14,56;13,65;20;60;0;420;334;3;1;0,8;2;1
216;20G88135;2020/2021;1;ING;Tronc_commun;19;2001;M;>15km;8,86;12,52;11,87;9,5;11,06;10,45;10,75;18;54;2;420;405;3;1;0,96;2;1
217;20G59856;2020/2021;1;ING;Tronc_commun;18;2002;F;5-15km;10,39;11,96;11,85;11,99;11,33;11,93;11,63;19;57;1;420;392;3;1;0,93;0;1
218;20G87139;2020/2021;1;ING;Tronc_commun;18;2002;F;>15km;13,79;11,12;14,19;13,45;12,19;13,75;12,97;20;60;0;420;393;3;1;0,94;2;1
219;20G91399;2020/2021;1;ING;Tronc_commun;17;2003;M;<5km;13,84;14,25;14,28;12,03;14,08;12,93;13,51;20;60;0;420;320;3;1;0,76;2;1
220;20G91987;2020/2021;1;ING;Tronc_commun;17;2003;F;>15km;9,77;14,34;10,07;14,86;12,51;12,94;12,73;15;45;5;420;347;3;1;0,83;2;1
221;20G20641;2020/2021;1;ING;Tronc_commun;17;2003;M;<5km;12,41;12,75;10,95;12,23;12,61;11,72;12,17;20;60;0;420;384;3;1;0,91;2;1
222;20G82350;2020/2021;1;ING;Tronc_commun;17;2003;M;<5km;13,81;14,7;12,08;10,83;14,34;11,33;12,84;18;54;2;420;380;3;1;0,9;2;1
223;20G63545;2020/2021;1;ING;Tronc_commun;18;2002;F;5-15km;8,14;9,87;10,12;12,92;9,18;11,8;10,49;15;45;5;420;385;3;1;0,92;0;1
224;20G14278;2020/2021;1;ING;Tronc_commun;17;2003;F;>15km;15,07;15,67;14,8;18,88;15,43;17,25;16,34;20;60;0;420;318;3;1;0,76;2;1
225;20G47056;2020/2021;1;ING;Tronc_commun;19;2001;F;<5km;16,83;17,13;17,56;17,37;17,01;17,45;17,23;20;60;0;420;399;3;1;0,95;2;1
226;20G40595;2020/2021;1;ING;Tronc_commun;18;2002;M;5-15km;16,31;16,53;17,17;19,58;16,45;18,61;17,53;20;60;0;420;335;3;1;0,8;0;1
227;20G25043;2020/2021;1;ING;Tronc_commun;19;2001;M;>15km;15,14;16,65;12,64;16,56;16,05;14,99;15,52;20;60;0;420;402;3;1;0,96;2;1
228;20G29528;2020/2021;1;ING;Tronc_commun;18;2002;M;<5km;9,63;14,29;9,34;13,71;12,43;11,96;12,19;20;60;0;420;362;3;1;0,86;2;1
229;20G17816;2020/2021;1;ING;Tronc_commun;17;2003;F;>15km;13,33;12,2;11,55;11,77;12,66;11,69;12,17;20;60;0;420;372;3;1;0,89;2;1
230;20G84607;2020/2021;1;ING;Tronc_commun;18;2002;F;<5km;10,26;14,16;9,6;12,59;12,6;11,39;12;20;60;0;420;346;3;1;0,82;2;1
231;20G71433;2020/2021;1;ING;Tronc_commun;19;2001;F;>15km;13,84;19,04;15,46;15,37;16,96;15,4;16,18;20;60;0;420;322;3;1;0,77;2;1
232;20G62757;2020/2021;1;ING;Tronc_commun;18;2002;F;5-15km;10,96;11,04;12,5;11,51;11,01;11,91;11,46;20;60;0;420;339;3;1;0,81;0;1
233;20G20543;2020/2021;1;ING;Tronc_commun;19;2001;M;5-15km;15,47;13,77;12,78;13,12;14,45;12,98;13,72;20;60;0;420;386;3;1;0,92;0;1
234;20G52247;2020/2021;1;ING;Tronc_commun;19;2001;F;<5km;14,68;17,53;16,34;16,24;16,39;16,28;16,34;20;60;0;420;398;3;1;0,95;2;1
235;20G21970;2020/2021;1;ING;Tronc_commun;17;2003;M;>15km;9,21;11;8,93;12,3;10,28;10,95;10,62;18;54;2;420;405;3;1;0,96;2;1
236;20G45325;2020/2021;1;ING;Tronc_commun;19;2001;M;<5km;8,53;10,58;12,03;9,9;9,76;10,75;10,25;19;57;1;420;363;3;1;0,86;2;1
237;20G71669;2020/2021;1;ING;Tronc_commun;19;2001;F;5-15km;8,64;13,27;12,18;8,36;11,42;9,89;10,65;18;54;2;420;406;3;1;0,97;0;1
238;20G33788;2020/2021;1;ING;Tronc_commun;19;2001;F;>15km;16,45;15,39;14,69;15,56;15,81;15,21;15,51;20;60;0;420;379;3;1;0,9;2;1
239;20G74451;2020/2021;1;ING;Tronc_commun;17;2003;F;5-15km;8,27;10,66;11,64;10,13;9,7;10,73;10,22;19;57;1;420;380;3;1;0,9;0;1
240;20G63523;2020/2021;1;ING;Tronc_commun;18;2002;F;>15km;15,23;18,61;16,98;19,44;17,26;18,46;17,86;20;60;0;420;332;3;1;0,79;2;1
241;20G23710;2020/2021;1;ING;Tronc_commun;17;2003;F;5-15km;16,73;18,26;15,96;16,03;17,65;16;16,83;20;60;0;420;374;3;1;0,89;0;1
242;20G74942;2020/2021;1;ING;Tronc_commun;18;2002;F;>15km;16,8;15,1;18,61;18,4;15,78;18,48;17,13;20;60;0;420;380;3;1;0,9;2;1
243;20G14809;2020/2021;1;ING;Tronc_commun;18;2002;M;5-15km;5,23;4,64;5,18;2,91;4,87;3,82;4,35;12;36;8;420;278;3;0;0,66;0;0
244;20G43082;2020/2021;1;ING;Tronc_commun;18;2002;M;5-15km;15,24;19,91;17,03;19,48;18,04;18,5;18,27;18;54;2;420;390;3;1;0,93;0;1
245;20G77449;2020/2021;1;ING;Tronc_commun;17;2003;F;5-15km;15,23;16,93;13,56;14,17;16,25;13,93;15,09;20;60;0;420;379;3;1;0,9;0;1
246;20G17104;2020/2021;1;ING;Tronc_commun;17;2003;F;>15km;17,27;18,45;15,64;18,55;17,98;17,39;17,68;20;60;0;420;326;3;1;0,78;2;1
247;20G75338;2020/2021;1;ING;Tronc_commun;19;2001;F;<5km;11,38;13,98;13,19;14,34;12,94;13,88;13,41;20;60;0;420;382;3;1;0,91;2;1
248;20G36680;2020/2021;1;ING;Tronc_commun;18;2002;M;5-15km;12,35;12,3;11,97;12,24;12,32;12,14;12,23;20;60;0;420;322;3;1;0,77;0;1
249;20G67424;2020/2021;1;ING;Tronc_commun;19;2001;F;<5km;15,17;15,93;14,15;14,73;15,62;14,49;15,06;20;60;0;420;398;3;1;0,95;2;1
250;20G13783;2020/2021;1;ING;Tronc_commun;19;2001;M;>15km;5,94;4,22;5,11;6,34;4,9;5,85;5,38;9;27;11;420;235;3;0;0,56;2;0
251;20G30758;2020/2021;1;ING;Tronc_commun;18;2002;M;>15km;6,62;8,07;8,01;9,3;7,49;8,79;8,14;14;42;6;420;288;3;0;0,69;2;0
252;20G63476;2020/2021;1;ING;Tronc_commun;17;2003;M;<5km;14,74;16,5;14,68;18,46;15,79;16,95;16,37;15;45;5;420;401;3;1;0,95;2;1
253;20G70482;2020/2021;1;ING;Tronc_commun;17;2003;M;5-15km;7;2,8;7,04;4,55;4,48;5,55;5,01;11;33;9;420;185;3;0;0,44;0;0
254;20G48254;2020/2021;1;ING;Tronc_commun;19;2001;F;5-15km;12,17;13,31;12,42;15,9;12,86;14,51;13,68;20;60;0;420;367;3;1;0,87;0;1
255;20G73242;2020/2021;1;ING;Tronc_commun;18;2002;M;5-15km;5,5;7,13;3,47;5,32;6,48;4,58;5,53;10;30;10;420;188;3;0;0,45;0;0
256;20G82255;2020/2021;1;ING;Tronc_commun;17;2003;F;<5km;11,85;10,36;11,08;12,99;10,96;12,23;11,59;18;54;2;420;325;3;1;0,77;2;1
257;20G88561;2020/2021;1;ING;Tronc_commun;19;2001;M;<5km;12,82;17,35;13,96;16,57;15,54;15,52;15,53;20;60;0;420;368;3;1;0,88;2;1
258;20G46208;2020/2021;1;ING;Tronc_commun;18;2002;F;>15km;4,06;6,96;3,87;6,17;5,8;5,25;5,52;12;36;8;420;316;3;0;0,75;2;0
259;20G45018;2020/2021;1;ING;Tronc_commun;17;2003;F;>15km;9,88;12,88;10,88;14,02;11,68;12,77;12,22;20;60;0;420;401;3;1;0,95;2;1
260;20G49132;2020/2021;1;ING;Tronc_commun;19;2001;F;<5km;11,01;14,73;11,2;14,94;13,24;13,44;13,34;19;57;1;420;355;3;1;0,85;2;1
261;20G68529;2020/2021;1;ING;Tronc_commun;19;2001;F;5-15km;12,82;16,46;14,6;16,27;15;15,6;15,3;20;60;0;420;331;3;1;0,79;0;1
262;20G53573;2020/2021;1;ING;Tronc_commun;19;2001;F;5-15km;9,52;6,65;4,92;5,49;7,8;5,26;6,53;12;36;8;420;275;3;0;0,65;0;0
263;20G52176;2020/2021;1;ING;Tronc_commun;17;2003;M;>15km;14,59;14,02;13,81;15,83;14,25;15,02;14,63;20;60;0;420;362;3;1;0,86;2;1
264;20G60196;2020/2021;1;ING;Tronc_commun;17;2003;F;<5km;6,65;11;8,25;9,4;9,26;8,94;9,1;10;30;10;420;288;3;0;0,69;2;0
265;20G51704;2020/2021;1;ING;Tronc_commun;19;2001;F;>15km;17,5;14,18;13,06;17,16;15,51;15,52;15,51;20;60;0;420;370;3;1;0,88;2;1
266;20G59968;2020/2021;1;ING;Tronc_commun;18;2002;M;5-15km;9,59;10,62;13,66;11,15;10,21;12,16;11,18;18;54;2;420;346;3;1;0,82;0;1
267;20G14852;2020/2021;1;ING;Tronc_commun;17;2003;F;<5km;10,59;10,16;11,41;10,15;10,33;10,65;10,49;19;57;1;420;392;3;1;0,93;2;1
268;20G67711;2020/2021;1;ING;Tronc_commun;17;2003;F;<5km;11,57;14,27;12,12;12,53;13,19;12,37;12,78;20;60;0;420;346;3;1;0,82;2;1
269;20G28894;2020/2021;1;ING;Tronc_commun;18;2002;M;<5km;13,01;15,63;12,97;13,45;14,59;13,26;13,92;18;54;2;420;385;3;1;0,92;2;1
270;20G71537;2020/2021;1;ING;Tronc_commun;18;2002;F;>15km;3,11;7,12;8,49;4,8;5,51;6,27;5,89;10;30;10;420;283;3;0;0,67;2;0
271;20G62098;2020/2021;1;ING;Tronc_commun;19;2001;M;5-15km;11,29;10,09;10,86;13,39;10,57;12,38;11,47;19;57;1;420;348;3;1;0,83;0;1
272;20G98389;2020/2021;1;ING;Tronc_commun;19;2001;F;5-15km;16,3;17,96;13,49;15,32;17,29;14,59;15,94;20;60;0;420;329;3;1;0,78;0;1
273;20G92155;2020/2021;1;ING;Tronc_commun;19;2001;F;>15km;11,42;10,1;10,91;9,98;10,62;10,35;10,49;9;27;11;420;272;3;0;0,65;2;0
274;20G14705;2020/2021;1;ING;Tronc_commun;19;2001;M;<5km;11,56;9,35;11,89;12,62;10,23;12,33;11,28;19;57;1;420;383;3;1;0,91;2;1
275;20G92727;2020/2021;1;ING;Tronc_commun;19;2001;F;<5km;9,3;9,6;9,54;8,73;9,48;9,05;9,27;20;60;0;420;405;3;1;0,96;2;1
276;20G21846;2020/2021;1;ING;Tronc_commun;18;2002;M;>15km;12,96;14,42;13,67;15,43;13,83;14,73;14,28;20;60;0;420;364;3;1;0,87;2;1
277;20G23173;2020/2021;1;ING;Tronc_commun;18;2002;M;>15km;16,84;19,96;18,61;16,32;18,71;17,24;17,98;20;60;0;420;404;3;1;0,96;2;1
278;20G49251;2020/2021;1;ING;Tronc_commun;17;2003;M;5-15km;12,03;10,83;12,33;13,27;11,31;12,89;12,1;20;60;0;420;392;3;1;0,93;0;1
279;20G17355;2020/2021;1;ING;Tronc_commun;18;2002;F;5-15km;6,49;6,15;7,08;6,7;6,28;6,85;6,57;12;36;8;420;284;3;0;0,68;0;0
280;20G66450;2020/2021;1;ING;Tronc_commun;17;2003;M;>15km;14,65;13,97;13,88;11,43;14,24;12,41;13,33;19;57;1;420;398;3;1;0,95;2;1
281;20G64008;2020/2021;1;ING;Tronc_commun;19;2001;M;<5km;16,82;18,18;18,21;16,19;17,64;17;17,32;20;60;0;420;363;3;1;0,86;2;1
282;20G32946;2020/2021;1;ING;Tronc_commun;17;2003;F;>15km;10,92;13,03;10,53;11,32;12,18;11;11,59;18;54;2;420;328;3;1;0,78;2;1
283;20G99539;2020/2021;1;ING;Tronc_commun;17;2003;F;>15km;8,98;12,48;8,28;8,55;11,08;8,44;9,76;9;27;11;420;253;3;0;0,6;2;0
284;20G28758;2020/2021;1;ING;Tronc_commun;17;2003;F;>15km;11,04;14,72;11,6;14,61;13,25;13,41;13,33;17;51;3;420;377;3;1;0,9;2;1
285;20G43289;2020/2021;1;ING;Tronc_commun;18;2002;F;>15km;8,52;13,12;10,52;9,51;11,28;9,91;10,6;19;57;1;420;411;3;1;0,98;2;1
286;20G11231;2020/2021;1;ING;Tronc_commun;18;2002;F;>15km;11,1;13,38;9,07;9,17;12,47;9,13;10,8;18;54;2;420;326;3;1;0,78;2;1
287;20G81643;2020/2021;1;ING;Tronc_commun;17;2003;M;5-15km;9,93;13,89;9,74;12,97;12,3;11,68;11,99;19;57;1;420;411;3;1;0,98;0;1
288;20G55293;2020/2021;1;ING;Tronc_commun;19;2001;F;>15km;16,59;16,04;16,63;17,15;16,26;16,94;16,6;18;54;2;420;356;3;1;0,85;2;1
289;20G65615;2020/2021;1;ING;Tronc_commun;19;2001;F;5-15km;12,48;11,29;9,02;10,88;11,77;10,14;10,95;18;54;2;420;355;3;1;0,85;0;1
290;20G49599;2020/2021;1;ING;Tronc_commun;17;2003;F;5-15km;9,28;10,5;4,95;8,38;10,01;7,01;8,51;10;30;10;420;248;3;0;0,59;0;0
291;20G23979;2020/2021;1;ING;Tronc_commun;17;2003;F;>15km;9,08;11,95;8,57;10,83;10,8;9,93;10,37;19;57;1;420;335;3;1;0,8;2;1
292;20G57049;2020/2021;1;ING;Tronc_commun;19;2001;F;>15km;8,99;12,98;11,28;12,89;11,38;12,25;11,82;19;57;1;420;362;3;1;0,86;2;1
293;20G48696;2020/2021;1;ING;Tronc_commun;17;2003;F;5-15km;10,67;11,15;12,12;9,37;10,96;10,47;10,71;18;54;2;420;362;3;1;0,86;0;1
294;20G11061;2020/2021;1;ING;Tronc_commun;19;2001;M;>15km;9,82;12,89;10,58;11,08;11,66;10,88;11,27;19;57;1;420;353;3;1;0,84;2;1
295;20G75107;2020/2021;1;ING;Tronc_commun;18;2002;M;>15km;14,6;16,14;15,45;15,61;15,52;15,55;15,53;20;60;0;420;345;3;1;0,82;2;1
296;20G56179;2020/2021;1;ING;Tronc_commun;17;2003;M;>15km;14,69;14,78;16,71;13,7;14,74;14,9;14,82;16;48;4;420;402;3;1;0,96;2;1
297;20G42850;2020/2021;1;ING;Tronc_commun;19;2001;M;>15km;13,88;14,99;15,17;14,88;14,54;14,99;14,77;17;51;3;420;374;3;1;0,89;2;1
298;20G22735;2020/2021;1;ING;Tronc_commun;19;2001;M;5-15km;10,35;9,28;11,34;11,09;9,71;11,19;10,45;20;60;0;420;380;3;1;0,9;0;1
299;20G67779;2020/2021;1;ING;Tronc_commun;17;2003;F;>15km;0,75;5,54;0,68;1,67;3,63;1,28;2,45;13;39;7;420;170;3;0;0,4;2;0
300;20G27224;2020/2021;1;ING;Tronc_commun;17;2003;F;5-15km;18,34;17,19;16,13;17,17;17,65;16,76;17,2;20;60;0;420;389;3;1;0,93;0;1
301;20G64460;2020/2021;1;ING;Tronc_commun;17;2003;M;<5km;13,22;14,16;12,78;16,59;13,78;15,07;14,43;20;60;0;420;388;3;1;0,92;2;1
302;20G80701;2020/2021;1;ING;Tronc_commun;18;2002;F;<5km;9,23;10,53;13,96;11,6;10,01;12,54;11,28;19;57;1;420;389;3;1;0,93;2;1
303;20G43681;2020/2021;1;ING;Tronc_commun;18;2002;F;>15km;13,91;14,03;12,6;16,07;13,98;14,69;14,33;17;51;3;420;389;3;1;0,93;2;1
304;20G54396;2020/2021;1;ING;Tronc_commun;17;2003;F;<5km;14,8;13,36;16,99;17,14;13,94;17,08;15,51;20;60;0;420;343;3;1;0,82;2;1
305;20G28449;2020/2021;1;ING;Tronc_commun;17;2003;F;>15km;17,85;18,26;18,58;19,22;18,1;18,96;18,53;15;45;5;420;378;3;1;0,9;2;1
306;20G57942;2020/2021;1;ING;Tronc_commun;17;2003;F;<5km;9,72;13,67;9,15;10,89;12,09;10,19;11,14;19;57;1;420;356;3;1;0,85;2;1
307;20G44663;2020/2021;1;ING;Tronc_commun;19;2001;M;5-15km;6,27;9,25;4,04;4,32;8,06;4,21;6,13;10;30;10;420;201;3;0;0,48;0;0
308;20G58311;2020/2021;1;ING;Tronc_commun;19;2001;F;>15km;17,32;16,5;18,18;19,32;16,83;18,86;17,85;20;60;0;420;396;3;1;0,94;2;1
309;20G59941;2020/2021;1;ING;Tronc_commun;19;2001;F;<5km;15,61;18,86;16,65;19,27;17,56;18,22;17,89;20;60;0;420;385;3;1;0,92;2;1
310;20G98452;2020/2021;1;ING;Tronc_commun;17;2003;F;<5km;8,52;6,65;7,85;11,49;7,39;10,03;8,71;14;42;6;420;325;3;0;0,77;2;0
311;20G91205;2020/2021;1;ING;Tronc_commun;19;2001;F;>15km;1,24;2,05;4,61;6,16;1,72;5,54;3,63;14;42;6;420;203;3;0;0,48;2;0
