Type_ressource,Identifiant_ressource,Nom_matiere,Filiere,Niveau,Cursus,Annee_academique,Date,Heure_debut,Heure_fin,Type_cours,Periode_annee,Nb_personnes,Capacite,Enseignant_id,Videoprojecteur,Chevauchement,Etat_utilisation_ressource
Salle,30BS1,Systèmes d'exploitation,GIT,3,ING,2020/2021,2020-09-03,12:30,16:30,TD,Semestre 1,4,60,ENS-GIT-0003,NON,NON,BIEN_UTILISE
Labo,Labo-INFO,Systèmes d'exploitation,GIT,3,ING,2020/2021,2020-11-11,12:30,16:30,TP,Semestre 1,2,50,ENS-GIT-0008,NON,NON,BIEN_UTILISE
Labo,Labo-INFO,Systèmes d'exploitation,GIT,3,ING,2020/2021,2020-11-13,07:30,11:30,TP,Semestre 1,2,50,ENS-GIT-0006,NON,NON,BIEN_UTILISE
Salle,07BS0,Réseaux et Protocoles,GIT,5,ING,2020/2021,2020-10-10,07:30,11:30,CM,Semestre 1,54,60,ENS-GIT-0024,OUI,NON,BIEN_UTILISE
Salle,27BS1,Réseaux et Protocoles,GIT,5,ING,2020/2021,2021-01-15,12:30,16:30,CM,Semestre 1,54,60,ENS-GIT-0009,OUI,NON,BIEN_UTILISE
Salle,32BS1,Réseaux et Protocoles,GIT,5,ING,2020/2021,2020-10-07,12:30,16:30,CM,Semestre 1,54,60,ENS-GIT-0010,NON,NON,BIEN_UTILISE
Salle,01BS0,Réseaux et Protocoles,GIT,5,ING,2020/2021,2020-10-30,07:30,11:30,TD,Semestre 1,27,60,ENS-GIT-0007,OUI,NON,BIEN_UTILISE
Salle,19BP1,Réseaux et Protocoles,GIT,5,ING,2020/2021,2021-01-04,12:30,16:30,TD,Semestre 1,27,60,ENS-GIT-0011,OUI,NON,BIEN_UTILISE
Labo,Labo-INFO,Réseaux et Protocoles,GIT,5,ING,2020/2021,2020-11-11,12:30,16:30,TP,Semestre 1,18,50,ENS-GIT-0004,NON,NON,BIEN_UTILISE
Labo,Labo-INFO,Réseaux et Protocoles,GIT,5,ING,2020/2021,2020-12-03,07:30,11:30,TP,Semestre 1,18,50,ENS-GIT-0016,NON,NON,BIEN_UTILISE
Salle,27BP2,CAO/DAO,GM,5,ING,2020/2021,2021-01-14,12:30,16:30,CM,Semestre 1,63,120,ENS-GM-0004,OUI,NON,BIEN_UTILISE
Salle,26BP2,CAO/DAO,GM,5,ING,2020/2021,2020-11-25,07:30,11:30,CM,Semestre 1,63,120,ENS-GM-0013,OUI,NON,BIEN_UTILISE
Salle,26BP2,CAO/DAO,GM,5,ING,2020/2021,2020-10-17,12:30,16:30,CM,Semestre 1,63,120,ENS-GM-0015,OUI,NON,BIEN_UTILISE
Salle,23BP2,CAO/DAO,GM,5,ING,2020/2021,2020-12-07,12:30,16:30,TD,Semestre 1,31,60,ENS-GM-0015,NON,NON,BIEN_UTILISE
Salle,34BP2,CAO/DAO,GM,5,ING,2020/2021,2020-11-26,07:30,11:30,TD,Semestre 1,31,60,ENS-GM-0007,NON,NON,BIEN_UTILISE
Labo,Labo-GM,CAO/DAO,GM,5,ING,2020/2021,2021-01-12,12:30,16:30,TP,Semestre 1,21,35,ENS-GM-0006,NON,NON,BIEN_UTILISE
Labo,Labo-GM,CAO/DAO,GM,5,ING,2020/2021,2020-12-10,12:30,16:30,TP,Semestre 1,21,35,ENS-GM-0004,NON,NON,BIEN_UTILISE
Salle,02BS0,Cours EEAT N3S1-3,EEAT,3,SCI ING,2020/2021,2020-11-11,12:30,16:30,CM,Semestre 1,4,60,ENS-TELECOM-0004,OUI,NON,BIEN_UTILISE
Salle,34BS1,Cours EEAT N3S1-3,EEAT,3,SCI ING,2020/2021,2020-09-04,07:30,11:30,CM,Semestre 1,4,60,ENS-TELECOM-0002,OUI,NON,BIEN_UTILISE
Salle,02BS0,Cours EEAT N3S1-3,EEAT,3,SCI ING,2020/2021,2020-11-16,12:30,16:30,CM,Semestre 1,4,60,ENS-TELECOM-0009,OUI,NON,BIEN_UTILISE
Salle,26BS2,Cours EEAT N3S1-3,EEAT,3,SCI ING,2020/2021,2020-09-29,12:30,16:30,TD,Semestre 1,2,120,ENS-TELECOM-0004,NON,OUI,SOUS_UTILISE
Salle,29BP2,Cours EEAT N3S1-3,EEAT,3,SCI ING,2020/2021,2020-10-26,07:30,11:30,TD,Semestre 1,2,60,ENS-TELECOM-0009,NON,NON,BIEN_UTILISE
Labo,Labo-GPR-Chimie2,Cours EEAT N3S1-3,EEAT,3,SCI ING,2020/2021,2020-09-24,07:30,11:30,TP,Semestre 1,1,30,ENS-TELECOM-0007,NON,NON,BIEN_UTILISE
Labo,Labo-GM,Cours EEAT N3S1-3,EEAT,3,SCI ING,2020/2021,2020-09-03,12:30,16:30,TP,Semestre 1,1,35,ENS-TELECOM-0003,NON,NON,BIEN_UTILISE
Salle,19BS2,Procédés Industriels,GPR,3,ING,2020/2021,2020-11-07,12:30,16:30,CM,Semestre 1,9,60,ENS-GPR-0012,NON,NON,SOUS_UTILISE
Salle,24BS2,Procédés Industriels,GPR,3,ING,2020/2021,2020-09-22,07:30,11:30,CM,Semestre 1,9,60,ENS-GPR-0008,OUI,NON,BIEN_UTILISE
Salle,08BS0,Procédés Industriels,GPR,3,ING,2020/2021,2020-11-18,12:30,16:30,CM,Semestre 1,9,60,ENS-GPR-0012,NON,NON,SOUS_UTILISE
Salle,27BS1,Procédés Industriels,GPR,3,ING,2020/2021,2020-12-07,12:30,16:30,TD,Semestre 1,4,60,ENS-GPR-0002,OUI,NON,BIEN_UTILISE
Salle,29BP1,Procédés Industriels,GPR,3,ING,2020/2021,2020-12-02,12:30,16:30,TD,Semestre 1,4,60,ENS-GPR-0002,OUI,NON,BIEN_UTILISE
Labo,Labo-GPR-Chimie1,Procédés Industriels,GPR,3,ING,2020/2021,2020-10-31,12:30,16:30,TP,Semestre 1,3,30,ENS-GPR-0009,NON,NON,BIEN_UTILISE
Labo,Labo-GPR-Chimie1,Procédés Industriels,GPR,3,ING,2020/2021,2020-10-28,07:30,11:30,TP,Semestre 1,3,30,ENS-GPR-0012,NON,NON,BIEN_UTILISE
Salle,22BP2,Systèmes Électriques,GE,3,ING,2020/2021,2020-09-29,07:30,11:30,CM,Semestre 1,11,60,ENS-GE-0007,OUI,OUI,SOUS_UTILISE
Salle,32BP1,Systèmes Électriques,GE,3,ING,2020/2021,2021-01-08,07:30,11:30,CM,Semestre 1,11,60,ENS-GE-0001,NON,NON,SOUS_UTILISE
Salle,23BP2,Systèmes Électriques,GE,3,ING,2020/2021,2020-10-16,07:30,11:30,CM,Semestre 1,11,60,ENS-GE-0001,NON,NON,SOUS_UTILISE
Salle,31BP1,Systèmes Électriques,GE,3,ING,2020/2021,2020-12-11,12:30,16:30,TD,Semestre 1,5,60,ENS-GE-0006,OUI,NON,BIEN_UTILISE
Salle,33BP2,Systèmes Électriques,GE,3,ING,2020/2021,2020-12-08,12:30,16:30,TD,Semestre 1,5,120,ENS-GE-0002,OUI,NON,BIEN_UTILISE
Labo,Labo-Energie,Systèmes Électriques,GE,3,ING,2020/2021,2020-10-21,07:30,11:30,TP,Semestre 1,3,40,ENS-GE-0008,NON,NON,BIEN_UTILISE
Labo,Labo-Energie,Systèmes Électriques,GE,3,ING,2020/2021,2020-12-18,07:30,11:30,TP,Semestre 1,3,40,ENS-GE-0011,NON,NON,BIEN_UTILISE
Salle,33BS2,Chimie Organique,GPR,4,ING,2020/2021,2020-09-30,12:30,16:30,CM,Semestre 1,66,120,ENS-GPR-0002,OUI,NON,BIEN_UTILISE
Salle,31BP2,Chimie Organique,GPR,4,ING,2020/2021,2020-10-30,07:30,11:30,CM,Semestre 1,66,120,ENS-GPR-0001,OUI,NON,BIEN_UTILISE
Salle,21BS2,Chimie Organique,GPR,4,ING,2020/2021,2020-10-28,12:30,16:30,CM,Semestre 1,66,120,ENS-GPR-0006,NON,NON,BIEN_UTILISE
Salle,23BP2,Chimie Organique,GPR,4,ING,2020/2021,2021-01-14,07:30,11:30,TD,Semestre 1,33,60,ENS-GPR-0008,NON,NON,BIEN_UTILISE
Salle,08BS0,Chimie Organique,GPR,4,ING,2020/2021,2020-12-07,12:30,16:30,TD,Semestre 1,33,60,ENS-GPR-0009,NON,NON,BIEN_UTILISE
Labo,Labo-GPR-Chimie1,Chimie Organique,GPR,4,ING,2020/2021,2021-01-13,07:30,11:30,TP,Semestre 1,22,30,ENS-GPR-0002,NON,NON,BIEN_UTILISE
Labo,Labo-GPR-Chimie1,Chimie Organique,GPR,4,ING,2020/2021,2021-01-09,12:30,16:30,TP,Semestre 1,22,30,ENS-GPR-0012,NON,NON,BIEN_UTILISE
Salle,33BP1,Cours GESI N5S1-3,GESI,5,ING,2020/2021,2020-11-21,07:30,11:30,CM,Semestre 1,55,60,ENS-GIT-0023,NON,NON,SOUS_UTILISE
Salle,20BS2,Cours GESI N5S1-3,GESI,5,ING,2020/2021,2020-10-10,07:30,11:30,CM,Semestre 1,55,120,ENS-GIT-0017,OUI,NON,BIEN_UTILISE
Salle,20BS2,Cours GESI N5S1-3,GESI,5,ING,2020/2021,2020-10-08,07:30,11:30,CM,Semestre 1,55,120,ENS-GIT-0023,OUI,NON,BIEN_UTILISE
Salle,28BS2,Cours GESI N5S1-3,GESI,5,ING,2020/2021,2020-10-03,12:30,16:30,TD,Semestre 1,27,60,ENS-GIT-0021,OUI,NON,BIEN_UTILISE
Salle,06BP0,Cours GESI N5S1-3,GESI,5,ING,2020/2021,2020-12-09,12:30,16:30,TD,Semestre 1,27,60,ENS-GIT-0012,OUI,OUI,SOUS_UTILISE
Labo,Labo-INFO,Cours GESI N5S1-3,GESI,5,ING,2020/2021,2020-09-02,12:30,16:30,TP,Semestre 1,18,50,ENS-GIT-0015,NON,NON,BIEN_UTILISE
Labo,Labo-INFO,Cours GESI N5S1-3,GESI,5,ING,2020/2021,2020-09-29,07:30,11:30,TP,Semestre 1,18,50,ENS-GIT-0008,NON,NON,BIEN_UTILISE
Salle,25BP1,Matériaux Composites,GM,4,ING,2020/2021,2020-11-26,07:30,11:30,CM,Semestre 1,54,60,ENS-GM-0012,NON,NON,BIEN_UTILISE
Salle,21BS2,Matériaux Composites,GM,4,ING,2020/2021,2021-01-07,12:30,16:30,CM,Semestre 1,54,120,ENS-GM-0007,NON,NON,SOUS_UTILISE
Salle,21BS2,Matériaux Composites,GM,4,ING,2020/2021,2020-11-03,07:30,11:30,CM,Semestre 1,54,120,ENS-GM-0005,NON,NON,SOUS_UTILISE
Salle,07BS0,Matériaux Composites,GM,4,ING,2020/2021,2020-11-18,07:30,11:30,TD,Semestre 1,27,60,ENS-GM-0005,OUI,NON,BIEN_UTILISE
Salle,07BP0,Matériaux Composites,GM,4,ING,2020/2021,2020-10-23,07:30,11:30,TD,Semestre 1,27,60,ENS-GM-0014,OUI,NON,BIEN_UTILISE
Labo,Labo-GM,Matériaux Composites,GM,4,ING,2020/2021,2021-01-04,12:30,16:30,TP,Semestre 1,18,35,ENS-GM-0011,NON,NON,BIEN_UTILISE
Labo,Labo-GM,Matériaux Composites,GM,4,ING,2020/2021,2020-09-01,07:30,11:30,TP,Semestre 1,18,35,ENS-GM-0001,NON,NON,BIEN_UTILISE
Amphi,Amphi-1100,Mathématiques Générales II,Tronc_commun,2,ING,2020/2021,2020-12-10,12:30,16:30,CM,Semestre 1,49,1100,ENS-GIT-0012,OUI,OUI,SOUS_UTILISE
Amphi,Amphi-1100,Mathématiques Générales II,Tronc_commun,2,ING,2020/2021,2020-10-16,12:30,16:30,CM,Semestre 1,49,1100,ENS-GE-0006,OUI,NON,BIEN_UTILISE
Amphi,Amphi-1100,Mathématiques Générales II,Tronc_commun,2,ING,2020/2021,2020-12-17,12:30,16:30,CM,Semestre 1,49,1100,ENS-GAM-0009,OUI,NON,BIEN_UTILISE
Salle,24BP2,Mathématiques Générales II,Tronc_commun,2,ING,2020/2021,2020-10-23,07:30,11:30,TD,Semestre 1,24,60,ENS-GCI-0008,OUI,NON,BIEN_UTILISE
Salle,25BS2,Mathématiques Générales II,Tronc_commun,2,ING,2020/2021,2020-10-17,12:30,16:30,TD,Semestre 1,24,60,ENS-GE-0005,NON,NON,BIEN_UTILISE
Labo,Labo-Physique1,Mathématiques Générales II,Tronc_commun,2,ING,2020/2021,2020-11-17,12:30,16:30,TP,Semestre 1,16,40,ENS-GE-0001,NON,NON,BIEN_UTILISE
Labo,Labo-Physique1,Mathématiques Générales II,Tronc_commun,2,ING,2020/2021,2020-10-03,07:30,11:30,TP,Semestre 1,16,40,ENS-GIT-0017,NON,NON,BIEN_UTILISE
Salle,30BP1,Big Data,SDIA,3,SCI ING,2020/2021,2020-10-31,12:30,16:30,CM,Semestre 1,5,60,ENS-GIT-0019,NON,NON,SOUS_UTILISE
Salle,29BS2,Big Data,SDIA,3,SCI ING,2020/2021,2020-09-01,12:30,16:30,CM,Semestre 1,5,60,ENS-GIT-0004,NON,NON,SOUS_UTILISE
Salle,01BS0,Big Data,SDIA,3,SCI ING,2020/2021,2020-12-19,12:30,16:30,CM,Semestre 1,5,60,ENS-GIT-0006,OUI,NON,BIEN_UTILISE
Salle,23BP1,Big Data,SDIA,3,SCI ING,2020/2021,2020-11-30,07:30,11:30,TD,Semestre 1,2,60,ENS-GIT-0016,NON,NON,BIEN_UTILISE
Salle,18BS2,Big Data,SDIA,3,SCI ING,2020/2021,2020-12-14,12:30,16:30,TD,Semestre 1,2,60,ENS-GIT-0005,NON,NON,BIEN_UTILISE
Labo,Labo-INFO,Big Data,SDIA,3,SCI ING,2020/2021,2020-12-12,07:30,11:30,TP,Semestre 1,1,50,ENS-GIT-0019,NON,NON,BIEN_UTILISE
Labo,Labo-INFO,Big Data,SDIA,3,SCI ING,2020/2021,2020-12-03,12:30,16:30,TP,Semestre 1,1,50,ENS-GIT-0004,NON,NON,BIEN_UTILISE
Salle,31BS2,Cours Météorologie N4S1-1,Météorologie,4,ING,2020/2021,2020-10-20,12:30,16:30,CM,Semestre 1,80,120,ENS-METEO-0006,OUI,NON,BIEN_UTILISE
Salle,31BP2,Cours Météorologie N4S1-1,Météorologie,4,ING,2020/2021,2020-10-30,07:30,11:30,CM,Semestre 1,80,120,ENS-METEO-0002,OUI,NON,BIEN_UTILISE
Salle,21BP2,Cours Météorologie N4S1-1,Météorologie,4,ING,2020/2021,2020-11-10,07:30,11:30,CM,Semestre 1,80,120,ENS-METEO-0002,OUI,NON,BIEN_UTILISE
Salle,08BS0,Cours Météorologie N4S1-1,Météorologie,4,ING,2020/2021,2020-12-03,12:30,16:30,TD,Semestre 1,40,60,ENS-METEO-0005,NON,NON,BIEN_UTILISE
Salle,32BP1,Cours Météorologie N4S1-1,Météorologie,4,ING,2020/2021,2020-09-08,07:30,11:30,TD,Semestre 1,40,60,ENS-METEO-0001,NON,NON,BIEN_UTILISE
Labo,Labo-GEE,Cours Météorologie N4S1-1,Météorologie,4,ING,2020/2021,2020-11-26,07:30,11:30,TP,Semestre 1,26,30,ENS-METEO-0008,NON,NON,BIEN_UTILISE
Labo,Labo-Physique1,Cours Météorologie N4S1-1,Météorologie,4,ING,2020/2021,2020-11-24,07:30,11:30,TP,Semestre 1,26,40,ENS-METEO-0001,NON,NON,BIEN_UTILISE
Salle,08BP0,Thermodynamique Appliquée,GM,5,ING,2020/2021,2020-09-19,12:30,16:30,CM,Semestre 1,35,60,ENS-GM-0005,NON,NON,BIEN_UTILISE
Salle,07BP0,Thermodynamique Appliquée,GM,5,ING,2020/2021,2020-09-16,07:30,11:30,CM,Semestre 1,35,60,ENS-GM-0014,OUI,NON,BIEN_UTILISE
Salle,03BS0,Thermodynamique Appliquée,GM,5,ING,2020/2021,2020-09-28,12:30,16:30,CM,Semestre 1,35,60,ENS-GM-0003,NON,NON,BIEN_UTILISE
Salle,02BP0,Thermodynamique Appliquée,GM,5,ING,2020/2021,2020-09-29,07:30,11:30,TD,Semestre 1,17,60,ENS-GM-0001,NON,NON,BIEN_UTILISE
Salle,28BP1,Thermodynamique Appliquée,GM,5,ING,2020/2021,2020-12-10,07:30,11:30,TD,Semestre 1,17,60,ENS-GM-0004,OUI,NON,BIEN_UTILISE
Labo,Labo-GM,Thermodynamique Appliquée,GM,5,ING,2020/2021,2020-11-07,12:30,16:30,TP,Semestre 1,11,35,ENS-GM-0007,NON,NON,BIEN_UTILISE
Labo,Labo-GM,Thermodynamique Appliquée,GM,5,ING,2020/2021,2020-12-03,12:30,16:30,TP,Semestre 1,11,35,ENS-GM-0008,NON,NON,BIEN_UTILISE
Salle,22BS1,Cours CIBI N4S1-2,CIBI,4,SCI ING,2020/2021,2020-10-26,12:30,16:30,CM,Semestre 1,44,60,ENS-GPR-0010,OUI,NON,BIEN_UTILISE
Salle,28BS2,Cours CIBI N4S1-2,CIBI,4,SCI ING,2020/2021,2020-09-30,07:30,11:30,CM,Semestre 1,44,60,ENS-GPR-0005,OUI,NON,BIEN_UTILISE
Salle,05BP0,Cours CIBI N4S1-2,CIBI,4,SCI ING,2020/2021,2020-11-21,12:30,16:30,CM,Semestre 1,44,60,ENS-GPR-0002,NON,NON,BIEN_UTILISE
Salle,25BS1,Cours CIBI N4S1-2,CIBI,4,SCI ING,2020/2021,2020-12-15,12:30,16:30,TD,Semestre 1,22,60,ENS-GPR-0012,OUI,NON,BIEN_UTILISE
Salle,34BP1,Cours CIBI N4S1-2,CIBI,4,SCI ING,2020/2021,2020-09-01,07:30,11:30,TD,Semestre 1,22,60,ENS-GPR-0010,OUI,NON,BIEN_UTILISE
Labo,Labo-GPR-Chimie1,Cours CIBI N4S1-2,CIBI,4,SCI ING,2020/2021,2020-10-14,07:30,11:30,TP,Semestre 1,14,30,ENS-GPR-0005,NON,NON,BIEN_UTILISE
Labo,Labo-GPR-Chimie1,Cours CIBI N4S1-2,CIBI,4,SCI ING,2020/2021,2020-11-23,12:30,16:30,TP,Semestre 1,14,30,ENS-GPR-0006,NON,NON,BIEN_UTILISE
Salle,22BP1,Cours MEMA N5S1-3,MEMA,5,SCI ING,2020/2021,2020-10-29,12:30,16:30,CM,Semestre 1,59,60,ENS-GM-0014,NON,NON,SOUS_UTILISE
Salle,34BS2,Cours MEMA N5S1-3,MEMA,5,SCI ING,2020/2021,2020-10-09,12:30,16:30,CM,Semestre 1,59,60,ENS-GM-0002,OUI,NON,BIEN_UTILISE
Salle,04BP0,Cours MEMA N5S1-3,MEMA,5,SCI ING,2020/2021,2020-10-28,12:30,16:30,CM,Semestre 1,59,60,ENS-GM-0002,NON,NON,SOUS_UTILISE
Salle,18BP1,Cours MEMA N5S1-3,MEMA,5,SCI ING,2020/2021,2020-12-02,07:30,11:30,TD,Semestre 1,29,60,ENS-GM-0003,NON,NON,BIEN_UTILISE
Salle,21BS1,Cours MEMA N5S1-3,MEMA,5,SCI ING,2020/2021,2021-01-12,07:30,11:30,TD,Semestre 1,29,60,ENS-GM-0013,OUI,NON,BIEN_UTILISE
Labo,Labo-GM,Cours MEMA N5S1-3,MEMA,5,SCI ING,2020/2021,2021-01-09,12:30,16:30,TP,Semestre 1,19,35,ENS-GM-0011,NON,NON,BIEN_UTILISE
Labo,Labo-GM,Cours MEMA N5S1-3,MEMA,5,SCI ING,2020/2021,2020-11-24,12:30,16:30,TP,Semestre 1,19,35,ENS-GM-0015,NON,NON,BIEN_UTILISE
Salle,25BS2,Thermique du Bâtiment,GE,4,ING,2020/2021,2020-12-15,12:30,16:30,CM,Semestre 1,35,60,ENS-GE-0007,NON,NON,BIEN_UTILISE
Salle,20BP2,Thermique du Bâtiment,GE,4,ING,2020/2021,2021-01-05,12:30,16:30,CM,Semestre 1,35,120,ENS-GE-0001,NON,NON,SOUS_UTILISE
Salle,29BS2,Thermique du Bâtiment,GE,4,ING,2020/2021,2020-12-07,12:30,16:30,CM,Semestre 1,35,60,ENS-GE-0005,NON,NON,BIEN_UTILISE
Salle,27BP1,Thermique du Bâtiment,GE,4,ING,2020/2021,2020-10-20,12:30,16:30,TD,Semestre 1,17,60,ENS-GE-0003,OUI,NON,BIEN_UTILISE
Salle,22BP2,Thermique du Bâtiment,GE,4,ING,2020/2021,2020-09-14,12:30,16:30,TD,Semestre 1,17,60,ENS-GE-0009,OUI,NON,BIEN_UTILISE
Labo,Labo-Energie,Thermique du Bâtiment,GE,4,ING,2020/2021,2021-01-09,07:30,11:30,TP,Semestre 1,11,40,ENS-GE-0010,NON,NON,BIEN_UTILISE
Labo,Labo-Energie,Thermique du Bâtiment,GE,4,ING,2020/2021,2020-11-12,07:30,11:30,TP,Semestre 1,11,40,ENS-GE-0005,NON,NON,BIEN_UTILISE
Salle,27BS1,Génie Logiciel,GIT,5,ING,2020/2021,2020-10-20,12:30,16:30,CM,Semestre 1,48,60,ENS-GIT-0002,OUI,NON,BIEN_UTILISE
Salle,33BP1,Génie Logiciel,GIT,5,ING,2020/2021,2021-01-08,07:30,11:30,CM,Semestre 1,48,60,ENS-GIT-0012,NON,OUI,SOUS_UTILISE
Salle,28BP2,Génie Logiciel,GIT,5,ING,2020/2021,2020-10-22,12:30,16:30,CM,Semestre 1,48,60,ENS-GIT-0024,OUI,NON,BIEN_UTILISE
Salle,25BP1,Génie Logiciel,GIT,5,ING,2020/2021,2020-11-20,07:30,11:30,TD,Semestre 1,24,60,ENS-GIT-0021,NON,NON,BIEN_UTILISE
Salle,31BP1,Génie Logiciel,GIT,5,ING,2020/2021,2020-10-26,07:30,11:30,TD,Semestre 1,24,60,ENS-GIT-0009,OUI,NON,BIEN_UTILISE
Labo,Labo-INFO,Génie Logiciel,GIT,5,ING,2020/2021,2020-09-15,07:30,11:30,TP,Semestre 1,16,50,ENS-GIT-0015,NON,NON,BIEN_UTILISE
Labo,Labo-INFO,Génie Logiciel,GIT,5,ING,2020/2021,2020-12-12,07:30,11:30,TP,Semestre 1,16,50,ENS-GIT-0021,NON,NON,BIEN_UTILISE
Salle,31BP2,Conversion d'Énergie,GE,3,ING,2020/2021,2020-10-01,07:30,11:30,CM,Semestre 1,11,120,ENS-GE-0010,OUI,NON,BIEN_UTILISE
Salle,34BP1,Conversion d'Énergie,GE,3,ING,2020/2021,2020-11-12,12:30,16:30,CM,Semestre 1,11,60,ENS-GE-0005,OUI,NON,BIEN_UTILISE
Salle,20BP2,Conversion d'Énergie,GE,3,ING,2020/2021,2021-01-11,12:30,16:30,CM,Semestre 1,11,120,ENS-GE-0002,NON,NON,SOUS_UTILISE
Salle,31BP2,Conversion d'Énergie,GE,3,ING,2020/2021,2021-01-12,12:30,16:30,TD,Semestre 1,5,120,ENS-GE-0006,OUI,NON,BIEN_UTILISE
Salle,19BP1,Conversion d'Énergie,GE,3,ING,2020/2021,2020-12-19,12:30,16:30,TD,Semestre 1,5,60,ENS-GE-0009,OUI,OUI,SOUS_UTILISE
Labo,Labo-Energie,Conversion d'Énergie,GE,3,ING,2020/2021,2020-09-29,07:30,11:30,TP,Semestre 1,3,40,ENS-GE-0009,NON,NON,BIEN_UTILISE
Labo,Labo-Energie,Conversion d'Énergie,GE,3,ING,2020/2021,2020-10-05,07:30,11:30,TP,Semestre 1,3,40,ENS-GE-0011,NON,NON,BIEN_UTILISE
Salle,27BS1,Génie Chimique,GPR,5,ING,2020/2021,2020-09-17,07:30,11:30,CM,Semestre 1,59,60,ENS-GPR-0009,OUI,NON,BIEN_UTILISE
Salle,20BP2,Génie Chimique,GPR,5,ING,2020/2021,2021-01-09,07:30,11:30,CM,Semestre 1,59,120,ENS-GPR-0011,NON,NON,SOUS_UTILISE
Salle,25BS1,Génie Chimique,GPR,5,ING,2020/2021,2020-09-19,12:30,16:30,CM,Semestre 1,59,60,ENS-GPR-0008,OUI,NON,BIEN_UTILISE
Salle,32BP2,Génie Chimique,GPR,5,ING,2020/2021,2021-01-11,07:30,11:30,TD,Semestre 1,29,60,ENS-GPR-0010,NON,NON,BIEN_UTILISE
Salle,22BS2,Génie Chimique,GPR,5,ING,2020/2021,2020-12-16,12:30,16:30,TD,Semestre 1,29,60,ENS-GPR-0005,OUI,NON,BIEN_UTILISE
Labo,Labo-GPR-Chimie2,Génie Chimique,GPR,5,ING,2020/2021,2020-10-13,12:30,16:30,TP,Semestre 1,19,30,ENS-GPR-0006,NON,NON,BIEN_UTILISE
Labo,Labo-GPR-Chimie2,Génie Chimique,GPR,5,ING,2020/2021,2020-11-18,07:30,11:30,TP,Semestre 1,19,30,ENS-GPR-0008,NON,NON,BIEN_UTILISE
Salle,29BS2,Cours GEE N5S1-1,GEE,5,SCI ING,2020/2021,2020-12-05,07:30,11:30,CM,Semestre 1,41,60,ENS-GE-0012,NON,NON,BIEN_UTILISE
Salle,34BS1,Cours GEE N5S1-1,GEE,5,SCI ING,2020/2021,2020-11-18,07:30,11:30,CM,Semestre 1,41,60,ENS-GE-0011,OUI,NON,BIEN_UTILISE
Salle,30BS1,Cours GEE N5S1-1,GEE,5,SCI ING,2020/2021,2020-10-08,07:30,11:30,CM,Semestre 1,41,60,ENS-GE-0012,NON,NON,BIEN_UTILISE
Salle,27BP1,Cours GEE N5S1-1,GEE,5,SCI ING,2020/2021,2020-09-29,12:30,16:30,TD,Semestre 1,20,60,ENS-GE-0006,OUI,NON,BIEN_UTILISE
Salle,18BP1,Cours GEE N5S1-1,GEE,5,SCI ING,2020/2021,2021-01-07,07:30,11:30,TD,Semestre 1,20,60,ENS-GE-0009,NON,OUI,SOUS_UTILISE
Labo,Labo-GEE,Cours GEE N5S1-1,GEE,5,SCI ING,2020/2021,2020-09-15,07:30,11:30,TP,Semestre 1,13,30,ENS-GE-0006,NON,NON,BIEN_UTILISE
Labo,Labo-GEE,Cours GEE N5S1-1,GEE,5,SCI ING,2020/2021,2021-01-13,12:30,16:30,TP,Semestre 1,13,30,ENS-GE-0011,NON,NON,BIEN_UTILISE
Salle,30BS2,Cours GEE N3S1-2,GEE,3,SCI ING,2020/2021,2021-01-05,12:30,16:30,CM,Semestre 1,8,60,ENS-GE-0004,OUI,NON,BIEN_UTILISE
Salle,26BP1,Cours GEE N3S1-2,GEE,3,SCI ING,2020/2021,2020-10-01,07:30,11:30,CM,Semestre 1,8,60,ENS-GE-0006,NON,NON,SOUS_UTILISE
Salle,07BS0,Cours GEE N3S1-2,GEE,3,SCI ING,2020/2021,2020-10-30,07:30,11:30,CM,Semestre 1,8,60,ENS-GE-0011,OUI,NON,BIEN_UTILISE
Salle,32BP1,Cours GEE N3S1-2,GEE,3,SCI ING,2020/2021,2020-11-25,12:30,16:30,TD,Semestre 1,4,60,ENS-GE-0003,NON,NON,BIEN_UTILISE
Salle,34BS1,Cours GEE N3S1-2,GEE,3,SCI ING,2020/2021,2020-09-01,07:30,11:30,TD,Semestre 1,4,60,ENS-GE-0007,OUI,NON,BIEN_UTILISE
Labo,Labo-GEE,Cours GEE N3S1-2,GEE,3,SCI ING,2020/2021,2020-10-23,12:30,16:30,TP,Semestre 1,2,30,ENS-GE-0007,NON,NON,BIEN_UTILISE
Labo,Labo-GEE,Cours GEE N3S1-2,GEE,3,SCI ING,2020/2021,2020-10-09,12:30,16:30,TP,Semestre 1,2,30,ENS-GE-0004,NON,NON,BIEN_UTILISE
Salle,20BP2,Cours Météorologie N4S1-3,Météorologie,4,ING,2020/2021,2020-12-08,07:30,11:30,CM,Semestre 1,61,120,ENS-METEO-0005,NON,OUI,SOUS_UTILISE
Salle,20BP2,Cours Météorologie N4S1-3,Météorologie,4,ING,2020/2021,2020-09-21,07:30,11:30,CM,Semestre 1,61,120,ENS-METEO-0004,NON,NON,BIEN_UTILISE
Salle,27BS2,Cours Météorologie N4S1-3,Météorologie,4,ING,2020/2021,2020-11-05,07:30,11:30,CM,Semestre 1,61,120,ENS-METEO-0002,OUI,NON,BIEN_UTILISE
