Matricule,Annee_academique,Niveau,Cursus,Filiere,Age,Annee_naissance,Genre,Distance_domicile_ecole,Travaille,Note_moy_CC_S1,Note_moy_SN_S1,Note_moy_CC_S2,Note_moy_SN_S2,Moyenne_S1,Moyenne_S2,Moyenne_annuelle,Nb_matieres_validees,Nb_credits_obtenus,Nb_matieres_non_validees,Nb_heures_cours_total,Nb_heures_presence,Nb_projets,Reussite
20G49226,2020/2021,1,ING,Tronc_commun,17,2003,M,>15km,NON,13.01,15.43,12.84,14.81,14.46,14.02,14.24,20,60,0,420,324,3,1
20G61007,2020/2021,1,ING,Tronc_commun,19,2001,F,5-15km,NON,8.14,7.9,6.05,5.73,7.99,5.86,6.93,12,36,8,420,237,3,0
20G28343,2020/2021,1,ING,Tronc_commun,19,2001,M,>15km,NON,10.39,12.35,10.49,10.91,11.57,10.74,11.15,20,60,0,420,356,3,1
20G55332,2020/2021,1,ING,Tronc_commun,17,2003,M,5-15km,NON,11.79,13.47,14.42,12.73,12.8,13.41,13.1,19,57,1,420,374,3,1
20G40427,2020/2021,1,ING,Tronc_commun,17,2003,F,>15km,NON,13.21,17.52,16.95,15.96,15.8,16.36,16.08,19,57,1,420,319,3,1
20G90460,2020/2021,1,ING,Tronc_commun,19,2001,F,5-15km,NON,12.53,14.14,13.9,12.17,13.5,12.86,13.18,19,57,1,420,375,3,1
20G13883,2020/2021,1,ING,Tronc_commun,19,2001,F,5-15km,NON,15.3,12.74,13.88,14.43,13.76,14.21,13.99,20,60,0,420,397,3,1
20G74304,2020/2021,1,ING,Tronc_commun,17,2003,F,>15km,NON,14.83,14.82,15.39,15.51,14.82,15.46,15.14,19,57,1,420,330,3,1
20G59207,2020/2021,1,ING,Tronc_commun,18,2002,M,>15km,NON,10.69,12.89,8.95,11.19,12.01,10.3,11.15,19,57,1,420,377,3,1
20G86791,2020/2021,1,ING,Tronc_commun,19,2001,F,<5km,NON,9.3,9.79,11.42,9.73,9.6,10.41,10.0,19,57,1,420,371,3,1
20G91083,2020/2021,1,ING,Tronc_commun,18,2002,M,>15km,NON,18.46,18.38,16.3,17.37,18.41,16.94,17.68,18,54,2,420,370,3,1
20G19634,2020/2021,1,ING,Tronc_commun,17,2003,F,<5km,NON,11.14,11.88,12.75,13.71,11.58,13.32,12.45,19,57,1,420,377,3,1
20G59807,2020/2021,1,ING,Tronc_commun,19,2001,M,>15km,NON,12.44,12.26,12.03,15.92,12.33,14.37,13.35,18,54,2,420,367,3,1
20G61068,2020/2021,1,ING,Tronc_commun,18,2002,F,<5km,NON,18.36,16.51,18.96,16.55,17.25,17.51,17.38,20,60,0,420,352,3,1
20G21995,2020/2021,1,ING,Tronc_commun,17,2003,F,5-15km,NON,11.26,10.95,8.68,10.04,11.07,9.5,10.29,8,24,12,420,301,3,0
20G57175,2020/2021,1,ING,Tronc_commun,18,2002,M,<5km,NON,4.26,5.36,6.77,6.73,4.92,6.75,5.84,10,30,10,420,178,3,0
20G21442,2020/2021,1,ING,Tronc_commun,17,2003,F,5-15km,NON,9.92,9.56,10.36,13.29,9.7,12.12,10.91,19,57,1,420,316,3,1
20G83005,2020/2021,1,ING,Tronc_commun,19,2001,F,<5km,NON,12.67,10.06,10.33,11.84,11.1,11.23,11.17,19,57,1,420,380,3,1
20G13442,2020/2021,1,ING,Tronc_commun,17,2003,F,>15km,NON,11.14,12.72,11.43,9.48,12.09,10.26,11.18,19,57,1,420,345,3,1
20G22198,2020/2021,1,ING,Tronc_commun,19,2001,F,5-15km,NON,14.83,17.25,17.37,15.26,16.28,16.11,16.19,18,54,2,420,317,3,1
20G11617,2020/2021,1,ING,Tronc_commun,18,2002,F,5-15km,NON,18.13,17.31,16.58,18.78,17.64,17.9,17.77,19,57,1,420,342,3,1
20G21101,2020/2021,1,ING,Tronc_commun,19,2001,M,>15km,NON,12.19,9.73,9.85,10.98,10.71,10.53,10.62,19,57,1,420,382,3,1
20G78302,2020/2021,1,ING,Tronc_commun,17,2003,F,<5km,NON,17.0,14.87,14.24,13.75,15.72,13.95,14.83,20,60,0,420,399,3,1
20G28198,2020/2021,1,ING,Tronc_commun,18,2002,F,5-15km,NON,17.72,14.7,15.72,17.45,15.91,16.76,16.33,18,54,2,420,392,3,1
20G74634,2020/2021,1,ING,Tronc_commun,17,2003,M,<5km,NON,6.31,5.36,5.22,4.59,5.74,4.84,5.29,13,39,7,420,194,3,0
20G66973,2020/2021,1,ING,Tronc_commun,18,2002,F,5-15km,NON,16.54,17.45,14.56,15.28,17.08,14.99,16.04,20,60,0,420,392,3,1
20G73469,2020/2021,1,ING,Tronc_commun,17,2003,F,5-15km,NON,19.09,19.0,17.92,20.0,19.04,19.17,19.1,18,54,2,420,354,3,1
20G42321,2020/2021,1,ING,Tronc_commun,19,2001,F,>15km,OUI,9.86,10.66,12.92,12.86,10.34,12.88,11.61,20,60,0,420,328,3,1
20G90828,2020/2021,1,ING,Tronc_commun,17,2003,F,<5km,NON,13.69,12.16,11.01,14.17,12.77,12.91,12.84,18,54,2,420,404,3,1
20G27758,2020/2021,1,ING,Tronc_commun,18,2002,M,5-15km,NON,7.25,10.37,7.59,8.25,9.12,7.99,8.55,8,24,12,420,231,3,0
20G53544,2020/2021,1,ING,Tronc_commun,19,2001,F,5-15km,NON,6.82,9.38,9.77,7.19,8.35,8.22,8.29,14,42,6,420,278,3,0
20G67700,2020/2021,1,ING,Tronc_commun,18,2002,F,>15km,NON,12.02,10.21,12.04,11.03,10.93,11.44,11.18,20,60,0,420,402,3,1
20G87908,2020/2021,1,ING,Tronc_commun,17,2003,F,5-15km,NON,15.95,14.85,12.59,15.89,15.29,14.57,14.93,18,54,2,420,394,3,1
20G89064,2020/2021,1,ING,Tronc_commun,19,2001,M,5-15km,NON,11.04,11.63,12.22,13.85,11.39,13.2,12.29,19,57,1,420,401,3,1
20G51180,2020/2021,1,ING,Tronc_commun,17,2003,F,5-15km,NON,11.65,14.78,13.64,13.12,13.53,13.33,13.43,18,54,2,420,316,3,1
20G48200,2020/2021,1,ING,Tronc_commun,19,2001,F,>15km,NON,18.95,18.57,17.62,16.88,18.72,17.17,17.95,19,57,1,420,323,3,1
20G41775,2020/2021,1,ING,Tronc_commun,18,2002,F,5-15km,NON,13.11,13.15,12.2,14.81,13.13,13.77,13.45,18,54,2,420,406,3,1
20G61502,2020/2021,1,ING,Tronc_commun,18,2002,M,>15km,NON,18.05,16.46,18.91,17.31,17.1,17.95,17.52,20,60,0,420,370,3,1
20G36188,2020/2021,1,ING,Tronc_commun,19,2001,M,>15km,NON,15.18,13.94,14.5,16.6,14.43,15.76,15.1,18,54,2,420,358,3,1
20G82102,2020/2021,1,ING,Tronc_commun,17,2003,F,>15km,NON,11.18,11.06,10.8,11.44,11.11,11.18,11.15,19,57,1,420,346,3,1
20G37479,2020/2021,1,ING,Tronc_commun,18,2002,F,>15km,NON,17.07,14.1,14.84,14.72,15.29,14.77,15.03,20,60,0,420,387,3,1
20G19064,2020/2021,1,ING,Tronc_commun,18,2002,F,<5km,NON,14.51,17.79,18.03,15.54,16.48,16.53,16.51,19,57,1,420,391,3,1
20G93012,2020/2021,1,ING,Tronc_commun,18,2002,M,5-15km,NON,9.67,11.01,11.05,10.91,10.47,10.96,10.72,19,57,1,420,362,3,1
20G96332,2020/2021,1,ING,Tronc_commun,17,2003,F,5-15km,NON,9.37,9.91,10.11,9.76,9.69,9.9,9.8,18,54,2,420,368,3,1
20G19694,2020/2021,1,ING,Tronc_commun,18,2002,F,>15km,NON,15.09,12.61,15.24,13.85,13.6,14.41,14.01,18,54,2,420,400,3,1
20G62534,2020/2021,1,ING,Tronc_commun,19,2001,F,>15km,NON,12.24,12.39,12.15,11.44,12.33,11.72,12.03,19,57,1,420,326,3,1
20G14818,2020/2021,1,ING,Tronc_commun,18,2002,M,<5km,NON,4.68,4.03,4.22,6.89,4.29,5.82,5.05,12,36,8,420,279,3,0
20G42536,2020/2021,1,ING,Tronc_commun,19,2001,F,<5km,NON,16.76,17.07,15.26,15.66,16.94,15.5,16.22,19,57,1,420,324,3,1
20G94803,2020/2021,1,ING,Tronc_commun,19,2001,M,>15km,NON,12.66,11.54,12.02,10.29,11.99,10.98,11.48,20,60,0,420,382,3,1
20G94545,2020/2021,1,ING,Tronc_commun,19,2001,F,5-15km,NON,10.32,9.97,12.29,12.87,10.11,12.64,11.37,18,54,2,420,394,3,1
20G66420,2020/2021,1,ING,Tronc_commun,17,2003,M,<5km,NON,17.62,17.08,15.67,15.85,17.3,15.78,16.54,20,60,0,420,322,3,1
20G43913,2020/2021,1,ING,Tronc_commun,17,2003,M,5-15km,NON,9.64,11.41,8.73,12.11,10.7,10.75,10.73,18,54,2,420,410,3,1
20G59036,2020/2021,1,ING,Tronc_commun,18,2002,F,>15km,NON,14.99,11.56,13.67,12.14,12.93,12.75,12.84,20,60,0,420,350,3,1
20G87147,2020/2021,1,ING,Tronc_commun,19,2001,M,5-15km,NON,16.32,18.09,18.0,16.62,17.38,17.17,17.28,19,57,1,420,406,3,1
20G13219,2020/2021,1,ING,Tronc_commun,18,2002,M,5-15km,NON,15.89,18.9,17.43,19.15,17.7,18.46,18.08,19,57,1,420,387,3,1
20G64522,2020/2021,1,ING,Tronc_commun,17,2003,M,>15km,NON,14.79,13.68,14.19,14.66,14.13,14.47,14.3,17,51,3,420,323,3,1
20G28569,2020/2021,1,ING,Tronc_commun,18,2002,F,5-15km,NON,18.0,17.42,17.77,15.16,17.65,16.2,16.93,20,60,0,420,368,3,1
20G69681,2020/2021,1,ING,Tronc_commun,17,2003,F,5-15km,OUI,13.07,12.99,13.34,11.3,13.02,12.12,12.57,20,60,0,420,345,3,1
20G72411,2020/2021,1,ING,Tronc_commun,17,2003,F,>15km,NON,12.65,11.71,12.73,10.23,12.08,11.23,11.66,18,54,2,420,362,3,1
20G69303,2020/2021,1,ING,Tronc_commun,18,2002,M,5-15km,NON,4.08,4.26,2.28,4.06,4.19,3.35,3.77,11,33,9,420,236,3,0
20G15856,2020/2021,1,ING,Tronc_commun,19,2001,M,<5km,NON,8.94,11.79,11.16,11.08,10.65,11.11,10.88,20,60,0,420,326,3,1
20G54967,2020/2021,1,ING,Tronc_commun,19,2001,M,>15km,NON,11.71,13.35,12.47,10.19,12.7,11.11,11.9,18,54,2,420,377,3,1
20G31542,2020/2021,1,ING,Tronc_commun,19,2001,M,>15km,NON,7.56,10.73,6.84,8.01,9.46,7.54,8.5,13,39,7,420,253,3,0
20G32865,2020/2021,1,ING,Tronc_commun,19,2001,M,5-15km,NON,16.51,20.0,15.79,17.86,18.61,17.03,17.82,18,54,2,420,351,3,1
20G83380,2020/2021,1,ING,Tronc_commun,18,2002,F,<5km,NON,13.24,10.87,11.04,10.87,11.82,10.94,11.38,20,60,0,420,398,3,1
20G63090,2020/2021,1,ING,Tronc_commun,19,2001,M,<5km,NON,11.16,12.87,11.09,12.66,12.19,12.03,12.11,20,60,0,420,408,3,1
20G93948,2020/2021,1,ING,Tronc_commun,19,2001,F,5-15km,NON,8.63,11.75,8.78,9.64,10.5,9.3,9.9,19,57,1,420,408,3,1
20G13826,2020/2021,1,ING,Tronc_commun,19,2001,M,5-15km,NON,9.76,10.67,9.01,12.54,10.3,11.13,10.72,19,57,1,420,401,3,1
20G87621,2020/2021,1,ING,Tronc_commun,18,2002,F,<5km,NON,15.05,16.34,15.4,13.37,15.83,14.18,15.0,17,51,3,420,410,3,1
20G38153,2020/2021,1,ING,Tronc_commun,17,2003,F,>15km,NON,10.07,9.91,11.42,11.75,9.97,11.62,10.8,18,54,2,420,368,3,1
20G18200,2020/2021,1,ING,Tronc_commun,19,2001,M,>15km,NON,16.4,17.46,19.44,17.87,17.04,18.5,17.77,18,54,2,420,365,3,1
20G34505,2020/2021,1,ING,Tronc_commun,18,2002,F,<5km,NON,6.34,10.09,7.9,8.24,8.59,8.11,8.35,13,39,7,420,270,3,0
20G69972,2020/2021,1,ING,Tronc_commun,17,2003,F,>15km,NON,12.8,15.91,15.56,14.43,14.67,14.88,14.77,19,57,1,420,375,3,1
20G74157,2020/2021,1,ING,Tronc_commun,19,2001,F,>15km,NON,6.8,6.4,7.36,6.11,6.56,6.61,6.58,13,39,7,420,300,3,0
20G60939,2020/2021,1,ING,Tronc_commun,19,2001,F,>15km,NON,9.97,12.23,10.15,9.23,11.32,9.6,10.46,16,48,4,420,342,3,1
20G24972,2020/2021,1,ING,Tronc_commun,18,2002,F,5-15km,NON,19.35,17.22,15.69,18.26,18.07,17.23,17.65,20,60,0,420,400,3,1
20G90918,2020/2021,1,ING,Tronc_commun,17,2003,F,>15km,NON,6.27,7.15,7.1,7.23,6.8,7.18,6.99,8,24,12,420,259,3,0
20G87354,2020/2021,1,ING,Tronc_commun,17,2003,M,5-15km,NON,10.81,14.13,11.7,12.21,12.8,12.01,12.41,19,57,1,420,333,3,1
20G25448,2020/2021,1,ING,Tronc_commun,17,2003,F,<5km,NON,13.95,13.07,15.26,15.18,13.42,15.21,14.32,19,57,1,420,349,3,1
20G33992,2020/2021,1,ING,Tronc_commun,18,2002,M,>15km,NON,16.55,14.86,16.25,13.73,15.54,14.74,15.14,18,54,2,420,322,3,1
20G60916,2020/2021,1,ING,Tronc_commun,18,2002,M,>15km,NON,19.75,18.4,17.14,20.0,18.94,18.85,18.9,19,57,1,420,410,3,1
20G60293,2020/2021,1,ING,Tronc_commun,18,2002,M,5-15km,NON,17.24,15.74,15.81,16.93,16.34,16.48,16.41,18,54,2,420,366,3,1
20G93296,2020/2021,1,ING,Tronc_commun,19,2001,M,>15km,NON,4.98,6.29,7.12,5.53,5.77,6.17,5.97,12,36,8,420,287,3,0
20G31871,2020/2021,1,ING,Tronc_commun,18,2002,F,<5km,NON,15.33,14.09,13.49,15.03,14.58,14.41,14.5,20,60,0,420,330,3,1
20G34523,2020/2021,1,ING,Tronc_commun,18,2002,F,>15km,NON,18.86,17.46,17.25,18.54,18.02,18.03,18.02,18,54,2,420,394,3,1
20G17026,2020/2021,1,ING,Tronc_commun,18,2002,M,5-15km,NON,19.48,18.49,17.05,18.02,18.89,17.63,18.26,19,57,1,420,385,3,1
20G27895,2020/2021,1,ING,Tronc_commun,17,2003,F,>15km,NON,15.68,13.89,14.96,15.71,14.61,15.41,15.01,18,54,2,420,355,3,1
20G76248,2020/2021,1,ING,Tronc_commun,19,2001,F,5-15km,NON,17.31,18.73,16.89,16.17,18.16,16.46,17.31,20,60,0,420,398,3,1
20G99744,2020/2021,1,ING,Tronc_commun,18,2002,F,>15km,NON,9.52,10.98,12.11,10.92,10.4,11.39,10.89,18,54,2,420,317,3,1
20G68176,2020/2021,1,ING,Tronc_commun,18,2002,M,<5km,NON,11.68,12.8,12.28,14.89,12.35,13.85,13.1,19,57,1,420,393,3,1
20G84107,2020/2021,1,ING,Tronc_commun,17,2003,M,5-15km,NON,16.28,18.72,19.19,16.45,17.74,17.55,17.65,19,57,1,420,329,3,1
20G14285,2020/2021,1,ING,Tronc_commun,18,2002,M,>15km,NON,16.44,13.91,13.62,15.27,14.92,14.61,14.76,20,60,0,420,351,3,1
20G47836,2020/2021,1,ING,Tronc_commun,17,2003,F,>15km,NON,9.83,10.35,9.93,11.25,10.14,10.72,10.43,8,24,12,420,291,3,0
20G74921,2020/2021,1,ING,Tronc_commun,19,2001,M,>15km,NON,7.41,7.97,7.02,8.84,7.75,8.11,7.93,13,39,7,420,236,3,0
20G24969,2020/2021,1,ING,Tronc_commun,18,2002,F,>15km,NON,14.88,14.21,14.37,13.19,14.48,13.66,14.07,18,54,2,420,341,3,1
20G15453,2020/2021,1,ING,Tronc_commun,19,2001,F,>15km,NON,8.97,11.73,11.2,10.18,10.62,10.59,10.61,18,54,2,420,398,3,1
20G38644,2020/2021,1,ING,Tronc_commun,18,2002,M,>15km,NON,14.95,15.08,16.44,16.73,15.03,16.61,15.82,18,54,2,420,411,3,1
20G95678,2020/2021,1,ING,Tronc_commun,17,2003,F,<5km,NON,16.21,16.95,16.99,16.74,16.65,16.84,16.75,18,54,2,420,368,3,1
20G68947,2020/2021,1,ING,Tronc_commun,18,2002,F,<5km,NON,7.36,10.64,7.28,8.44,9.33,7.98,8.65,8,24,12,420,306,3,0
20G67549,2020/2021,1,ING,Tronc_commun,17,2003,M,<5km,NON,15.91,17.62,16.21,18.72,16.93,17.71,17.32,20,60,0,420,338,3,1
20G87060,2020/2021,1,ING,Tronc_commun,19,2001,F,>15km,NON,12.0,14.42,11.66,12.97,13.45,12.45,12.95,19,57,1,420,327,3,1
20G89988,2020/2021,1,ING,Tronc_commun,19,2001,F,<5km,NON,15.65,19.03,19.33,19.81,17.68,19.62,18.65,19,57,1,420,373,3,1
20G90760,2020/2021,1,ING,Tronc_commun,17,2003,M,<5km,NON,11.59,14.16,10.55,11.75,13.13,11.27,12.2,18,54,2,420,379,3,1
20G17780,2020/2021,1,ING,Tronc_commun,19,2001,F,>15km,NON,15.99,14.7,14.81,15.52,15.22,15.24,15.23,19,57,1,420,349,3,1
20G46842,2020/2021,1,ING,Tronc_commun,19,2001,M,5-15km,NON,9.07,10.72,9.37,10.54,10.06,10.07,10.07,19,57,1,420,379,3,1
20G48356,2020/2021,1,ING,Tronc_commun,18,2002,F,>15km,NON,5.97,7.2,9.01,7.28,6.71,7.97,7.34,14,42,6,420,281,3,0
20G99037,2020/2021,1,ING,Tronc_commun,17,2003,M,5-15km,NON,6.97,8.29,5.79,9.56,7.76,8.05,7.91,11,33,9,420,293,3,0
20G17770,2020/2021,1,ING,Tronc_commun,18,2002,M,>15km,NON,14.51,15.62,12.89,14.49,15.18,13.85,14.51,18,54,2,420,369,3,1
20G27392,2020/2021,1,ING,Tronc_commun,17,2003,M,>15km,NON,7.85,9.13,7.97,8.47,8.62,8.27,8.44,14,42,6,420,227,3,0
20G52217,2020/2021,1,ING,Tronc_commun,17,2003,F,5-15km,NON,12.42,12.47,10.19,12.43,12.45,11.53,11.99,19,57,1,420,317,3,1
20G28634,2020/2021,1,ING,Tronc_commun,19,2001,F,>15km,NON,17.81,15.97,16.71,18.34,16.7,17.69,17.2,20,60,0,420,374,3,1
20G64293,2020/2021,1,ING,Tronc_commun,18,2002,F,<5km,NON,14.06,15.14,15.62,16.65,14.71,16.24,15.47,15,45,5,420,335,3,1
20G93050,2020/2021,1,ING,Tronc_commun,17,2003,F,>15km,NON,4.8,3.41,3.52,5.72,3.97,4.84,4.4,10,30,10,420,170,3,0
20G46467,2020/2021,1,ING,Tronc_commun,19,2001,F,5-15km,NON,11.19,11.61,13.81,14.37,11.44,14.15,12.8,18,54,2,420,371,3,1
20G73968,2020/2021,1,ING,Tronc_commun,18,2002,M,>15km,NON,13.16,13.81,14.38,13.8,13.55,14.03,13.79,15,45,5,420,357,3,1
20G22208,2020/2021,1,ING,Tronc_commun,19,2001,F,>15km,NON,7.81,9.63,10.75,9.6,8.91,10.06,9.48,8,24,12,420,219,3,0
20G97050,2020/2021,1,ING,Tronc_commun,19,2001,F,<5km,OUI,11.96,14.08,12.72,11.79,13.23,12.16,12.7,19,57,1,420,329,3,1
20G80048,2020/2021,1,ING,Tronc_commun,18,2002,M,5-15km,NON,13.13,13.89,13.33,13.55,13.59,13.46,13.52,18,54,2,420,375,3,1
20G37767,2020/2021,1,ING,Tronc_commun,18,2002,F,5-15km,NON,16.88,19.28,17.37,16.81,18.32,17.03,17.68,19,57,1,420,406,3,1
20G47171,2020/2021,1,ING,Tronc_commun,18,2002,M,>15km,NON,9.69,11.14,12.41,12.01,10.56,12.17,11.37,20,60,0,420,404,3,1
20G73614,2020/2021,1,ING,Tronc_commun,18,2002,M,<5km,NON,13.32,13.87,13.34,15.08,13.65,14.39,14.02,20,60,0,420,339,3,1
20G23051,2020/2021,1,ING,Tronc_commun,19,2001,F,<5km,NON,14.43,15.65,12.13,12.85,15.16,12.56,13.86,18,54,2,420,409,3,1
20G26284,2020/2021,1,ING,Tronc_commun,17,2003,F,5-15km,NON,7.18,9.01,5.97,8.19,8.28,7.3,7.79,12,36,8,420,216,3,0
20G10088,2020/2021,1,ING,Tronc_commun,18,2002,M,>15km,OUI,13.29,12.89,13.95,15.26,13.05,14.74,13.89,19,57,1,420,261,3,1
20G27290,2020/2021,1,ING,Tronc_commun,19,2001,F,<5km,NON,9.97,11.57,10.06,10.85,10.93,10.53,10.73,18,54,2,420,327,3,1
20G45916,2020/2021,1,ING,Tronc_commun,17,2003,F,5-15km,NON,10.17,9.71,13.01,11.13,9.9,11.88,10.89,20,60,0,420,329,3,1
20G20803,2020/2021,1,ING,Tronc_commun,18,2002,M,<5km,NON,11.42,11.98,10.2,11.88,11.76,11.21,11.48,19,57,1,420,376,3,1
20G61949,2020/2021,1,ING,Tronc_commun,19,2001,F,>15km,NON,12.06,11.16,12.67,11.69,11.52,12.08,11.8,18,54,2,420,348,3,1
20G40689,2020/2021,1,ING,Tronc_commun,18,2002,M,>15km,NON,17.24,18.36,17.36,19.2,17.91,18.46,18.19,20,60,0,420,360,3,1
20G22475,2020/2021,1,ING,Tronc_commun,17,2003,M,5-15km,NON,14.19,17.69,16.31,15.71,16.29,15.95,16.12,20,60,0,420,331,3,1
20G20215,2020/2021,1,ING,Tronc_commun,17,2003,M,>15km,NON,6.76,7.37,6.04,3.87,7.13,4.74,5.93,9,27,11,420,174,3,0
20G99126,2020/2021,1,ING,Tronc_commun,18,2002,M,<5km,NON,9.95,12.59,10.55,11.59,11.54,11.18,11.36,18,54,2,420,341,3,1
20G55032,2020/2021,1,ING,Tronc_commun,17,2003,F,>15km,NON,4.11,4.69,3.69,6.29,4.46,5.25,4.86,9,27,11,420,181,3,0
20G27324,2020/2021,1,ING,Tronc_commun,18,2002,M,<5km,NON,9.73,10.45,12.27,11.32,10.16,11.7,10.93,19,57,1,420,359,3,1
20G60209,2020/2021,1,ING,Tronc_commun,17,2003,M,<5km,NON,4.03,4.81,3.33,6.88,4.5,5.46,4.98,10,30,10,420,221,3,0
20G51071,2020/2021,1,ING,Tronc_commun,18,2002,F,<5km,NON,15.44,16.38,13.97,12.61,16.0,13.15,14.58,18,54,2,420,381,3,1
20G60164,2020/2021,1,ING,Tronc_commun,17,2003,M,<5km,NON,8.57,12.63,11.9,11.5,11.01,11.66,11.33,19,57,1,420,392,3,1
20G79534,2020/2021,1,ING,Tronc_commun,19,2001,M,>15km,NON,13.59,13.97,15.96,17.25,13.82,16.74,15.28,20,60,0,420,322,3,1
20G95199,2020/2021,1,ING,Tronc_commun,17,2003,F,5-15km,NON,8.16,11.19,8.11,8.14,9.98,8.13,9.05,14,42,6,420,303,3,0
20G37925,2020/2021,1,ING,Tronc_commun,19,2001,M,5-15km,NON,5.31,6.08,5.34,6.6,5.77,6.1,5.93,9,27,11,420,208,3,0
20G90750,2020/2021,1,ING,Tronc_commun,19,2001,F,<5km,NON,18.33,16.71,15.47,17.31,17.36,16.57,16.96,19,57,1,420,387,3,1
20G21362,2020/2021,1,ING,Tronc_commun,17,2003,M,<5km,NON,11.66,11.88,10.46,11.09,11.79,10.84,11.31,18,54,2,420,335,3,1
20G87276,2020/2021,1,ING,Tronc_commun,19,2001,F,5-15km,NON,14.25,11.55,14.83,13.89,12.63,14.26,13.45,20,60,0,420,361,3,1
20G66280,2020/2021,1,ING,Tronc_commun,18,2002,M,<5km,NON,16.62,16.13,13.96,14.98,16.33,14.57,15.45,20,60,0,420,350,3,1
20G46302,2020/2021,1,ING,Tronc_commun,19,2001,M,<5km,NON,12.19,15.67,15.13,13.75,14.28,14.3,14.29,19,57,1,420,387,3,1
20G82534,2020/2021,1,ING,Tronc_commun,19,2001,F,>15km,NON,3.42,6.46,5.24,3.91,5.25,4.44,4.84,14,42,6,420,205,3,0
20G13515,2020/2021,1,ING,Tronc_commun,19,2001,F,<5km,NON,8.73,10.23,9.28,8.33,9.63,8.71,9.17,8,24,12,420,299,3,0
20G77862,2020/2021,1,ING,Tronc_commun,19,2001,M,>15km,NON,15.21,14.56,15.04,16.3,14.82,15.8,15.31,19,57,1,420,366,3,1
20G61347,2020/2021,1,ING,Tronc_commun,18,2002,M,<5km,NON,5.93,5.93,4.66,4.54,5.93,4.59,5.26,12,36,8,420,233,3,0
20G74865,2020/2021,1,ING,Tronc_commun,18,2002,M,<5km,NON,13.57,15.54,15.31,15.33,14.75,15.32,15.04,19,57,1,420,338,3,1
20G75481,2020/2021,1,ING,Tronc_commun,19,2001,M,>15km,NON,11.76,13.17,11.41,10.98,12.6,11.15,11.88,19,57,1,420,351,3,1
20G11581,2020/2021,1,ING,Tronc_commun,18,2002,F,<5km,NON,10.76,9.18,10.54,10.3,9.81,10.4,10.1,19,57,1,420,346,3,1
20G60703,2020/2021,1,ING,Tronc_commun,19,2001,F,5-15km,NON,10.73,12.94,13.0,13.39,12.06,13.23,12.65,19,57,1,420,346,3,1
20G81612,2020/2021,1,ING,Tronc_commun,19,2001,M,5-15km,NON,10.47,12.8,11.24,9.54,11.87,10.22,11.04,19,57,1,420,401,3,1
20G19567,2020/2021,1,ING,Tronc_commun,17,2003,M,<5km,NON,16.38,17.15,13.54,16.05,16.84,15.05,15.94,18,54,2,420,380,3,1
20G44365,2020/2021,1,ING,Tronc_commun,17,2003,M,<5km,NON,14.91,18.65,14.99,17.08,17.15,16.25,16.7,19,57,1,420,363,3,1
20G62163,2020/2021,1,ING,Tronc_commun,19,2001,F,>15km,NON,4.33,5.71,2.99,5.87,5.16,4.72,4.94,9,27,11,420,246,3,0
20G75673,2020/2021,1,ING,Tronc_commun,18,2002,F,>15km,NON,13.76,16.18,14.22,14.92,15.21,14.64,14.93,18,54,2,420,387,3,1
20G62727,2020/2021,1,ING,Tronc_commun,17,2003,M,5-15km,NON,14.16,13.63,13.09,12.54,13.84,12.76,13.3,19,57,1,420,327,3,1
20G20957,2020/2021,1,ING,Tronc_commun,18,2002,M,>15km,NON,11.26,13.1,12.86,11.11,12.37,11.81,12.09,19,57,1,420,350,3,1
20G36633,2020/2021,1,ING,Tronc_commun,17,2003,F,5-15km,NON,14.02,15.2,14.86,16.06,14.73,15.58,15.15,19,57,1,420,370,3,1
20G86865,2020/2021,1,ING,Tronc_commun,19,2001,M,5-15km,NON,11.79,14.98,14.84,15.11,13.7,15.0,14.35,20,60,0,420,410,3,1
20G67342,2020/2021,1,ING,Tronc_commun,19,2001,M,<5km,NON,12.87,15.36,14.37,17.26,14.37,16.1,15.23,18,54,2,420,337,3,1
20G42044,2020/2021,1,ING,Tronc_commun,17,2003,F,<5km,NON,11.14,10.36,10.83,13.04,10.67,12.15,11.41,18,54,2,420,329,3,1
20G69424,2020/2021,1,ING,Tronc_commun,19,2001,M,5-15km,NON,11.7,11.51,11.22,14.38,11.59,13.12,12.35,19,57,1,420,330,3,1
20G97304,2020/2021,1,ING,Tronc_commun,19,2001,M,<5km,NON,4.23,7.11,5.55,6.65,5.96,6.21,6.08,10,30,10,420,209,3,0
20G11660,2020/2021,1,ING,Tronc_commun,19,2001,M,>15km,NON,10.05,12.83,11.35,13.69,11.72,12.75,12.24,20,60,0,420,401,3,1
20G11487,2020/2021,1,ING,Tronc_commun,17,2003,F,5-15km,NON,9.4,9.36,9.37,11.02,9.38,10.36,9.87,18,54,2,420,365,3,1
20G78551,2020/2021,1,ING,Tronc_commun,19,2001,F,<5km,NON,8.13,5.08,5.85,7.76,6.3,6.99,6.65,11,33,9,420,312,3,0
20G58741,2020/2021,1,ING,Tronc_commun,17,2003,F,>15km,NON,11.78,9.99,10.29,10.21,10.7,10.24,10.47,18,54,2,420,353,3,1
20G25473,2020/2021,1,ING,Tronc_commun,17,2003,F,5-15km,NON,9.97,10.87,8.57,12.21,10.51,10.75,10.63,8,24,12,420,295,3,0
